"","genes","p.value","FDR","perc_enrich","size","MaxZscore","DAM"
"TUBB1","TUBB1",1,1,0,6,0,""
"TUBB2A","TUBB2A",1,1,0,1,0,""
"TUBB2B","TUBB2B",1,1,0,1,0,""
"TUBB8","TUBB8",1,1,0,1,0,""
"TBCD","TBCD",1,1,0,1,0,""
"TIAM1","TIAM1",1,1,0,1,0,""
"TIAM2","TIAM2",1,1,0,3,0,""
"TNPO1","TNPO1",1,1,0,1,0,""
"TNPO2","TNPO2",1,1,0,1,0,""
"TPPP","TPPP",1,1,0,1,0,""
"TRIO","TRIO",1,1,0,1,0,""
"EFTUD2","EFTUD2",1,1,0,1,0,""
"VAV3","VAV3",1,1,0.000781860828772478,1279,2.50718854956572,"HMDB0056293"
"WDR44","WDR44",1,1,0,1,0,""
"XPO1","XPO1",1,1,0,1,0,""
"CSE1L","CSE1L",1,1,0,1,0,""
"XPO4","XPO4",1,1,0,1,0,""
"XPO5","XPO5",1,1,0,1,0,""
"XPO7","XPO7",1,1,0,1,0,""
"XPOT","XPOT",1,1,0,1,0,""
"RP2","RP2",1,1,0,3,0,""
"ABCB6","ABCB6",1,1,0,1,0,""
"ABCB7","ABCB7",1,1,0,2,0,""
"ABCB10","ABCB10",1,1,0,1,0,""
"CYP27C1","CYP27C1",1,1,0,1,0,""
"CYB561D1","CYB561D1",1,1,0,1,0,""
"CYB5D1","CYB5D1",1,1,0,1,0,""
"CYB5D2","CYB5D2",1,1,0,1,0,""
"CDC37","CDC37",1,1,0,1,0,""
"COX15","COX15",1,1,0,4,0,""
"CYP20A1","CYP20A1",1,1,0,3,0,""
"CYP26B1","CYP26B1",1,1,0,1,0,""
"CYP26C1","CYP26C1",1,1,0,1,0,""
"CYP2U1","CYP2U1",1,1,0,4,0,""
"CYP2W1","CYP2W1",1,1,0,1,0,""
"CYP4F22","CYP4F22",0.0178526565290714,0.722040775175776,0.1,10,2.51542713686358,"HMDB0001509, HMDB0001509"
"CYP4V2","CYP4V2",1,1,0,1,0,""
"CYB5B","CYB5B",1,1,0,2,0,""
"CYGB","CYGB",1,1,0,2,0,""
"EIF2AK1","EIF2AK1",1,1,0,6,0,""
"FA2H","FA2H",1,1,0,2,0,""
"FADS3","FADS3",1,1,0,1,0,""
"FRRS1","FRRS1",1,1,0,1,0,""
"HBQ1","HBQ1",1,1,0,1,0,""
"HBZ","HBZ",1,1,0,1,0,""
"HBD","HBD",1,1,0,2,0,""
"HBE1","HBE1",1,1,0,1,0,""
"HBM","HBM",1,1,0,1,0,""
"HEBP1","HEBP1",1,1,0,1,0,""
"HEBP2","HEBP2",1,1,0,1,0,""
"HERC2","HERC2",1,1,0,5,0,""
"SLC48A1","SLC48A1",1,1,0,1,0,""
"SLC25A37","SLC25A37",1,1,0,2,0,""
"SLC25A28","SLC25A28",1,1,0,2,0,""
"NENF","NENF",1,1,0,2,0,""
"NFE2L1","NFE2L1",1,1,0,1,0,""
"NGB","NGB",1,1,0,2,0,""
"NRF1","NRF1",1,1,0,5,0,""
"PGRMC1","PGRMC1",0.0567010309278351,1,0.333333333333333,3,2.08247312089659,"HMDB0001830"
"PGRMC2","PGRMC2",0.0567010309278351,1,0.333333333333333,3,2.08247312089659,"HMDB0001830"
"RSAD2","RSAD2",1,1,0,2,0,""
"ADO","ADO",1,1,0,4,0,""
"ALKBH2","ALKBH2",1,1,0,7,0,""
"ALKBH3","ALKBH3",1,1,0,3,0,""
"BCO2","BCO2",1,1,0,5,0,""
"BCS1L","BCS1L",1,1,0,1,0,""
"FTH1","FTH1",1,1,0,6,0,""
"HSCB","HSCB",1,1,0,1,0,""
"AMDHD1","AMDHD1",1,1,0,5,0,""
"ISCA1","ISCA1",1,1,0,1,0,""
"ISCA2","ISCA2",1,1,0,1,0,""
"ISCU","ISCU",1,1,0,1,0,""
"ALOXE3","ALOXE3",1,1,0,1,0,""
"NFU1","NFU1",1,1,0,1,0,""
"SLC11A1","SLC11A1",1,1,0,2,0,""
"LEPRE1","LEPRE1",0.629407020366953,1,0.142857142857143,7,2.06579273986552,"HMDB0000162"
"LEPREL1","LEPREL1",0.629407020366953,1,0.142857142857143,7,2.06579273986552,"HMDB0000162"
"LEPREL2","LEPREL2",0.629407020366953,1,0.142857142857143,7,2.06579273986552,"HMDB0000162"
"PPP1CA","PPP1CA",1,1,0,7,0,""
"PPP2CB","PPP2CB",1,1,0,7,0,""
"PPP4C","PPP4C",1,1,0,6,0,""
"PPP5C","PPP5C",1,1,0,6,0,""
"PPP6C","PPP6C",1,1,0,6,0,""
"HFE2","HFE2",1,1,0,1,0,""
"SLC39A14","SLC39A14",1,1,0,1,0,""
"SFXN1","SFXN1",1,1,0,1,0,""
"SFXN2","SFXN2",1,1,0,1,0,""
"SFXN3","SFXN3",1,1,0,1,0,""
"SFXN4","SFXN4",1,1,0,1,0,""
"SFXN5","SFXN5",1,1,0,1,0,""
"SNCB","SNCB",1,1,0,1,0,""
"TMPRSS6","TMPRSS6",1,1,0,1,0,""
"MFI2","MFI2",1,1,0,1,0,""
"ACSM2A","ACSM2A",1,1,0,44,0,""
"ACSM2B","ACSM2B",1,1,0,45,0,""
"ACSM3","ACSM3",1,1,0,43,0,""
"ACSM5","ACSM5",1,1,0,44,0,""
"ACVR1C","ACVR1C",1,1,0,4,0,""
"AGK","AGK",0.999999999998818,1,0.00807043286867205,1363,2.56783901379312,"HMDB0011531, HMDB0011562, HMDB0011532, HMDB0011563, HMDB0011533, HMDB0011564, HMDB0011539, HMDB0011540, HMDB0011569, HMDB0011570, HMDB0011532, HMDB0011563, HMDB0056293"
"BLM","BLM",1,1,0,5,0,""
"CDK11A","CDK11A",1,1,0,3,0,""
"CLPP","CLPP",1,1,0,1,0,""
"CNOT6","CNOT6",1,1,0,1,0,""
"CASK","CASK",1,1,0,3,0,""
"DCP2","DCP2",1,1,0,3,0,""
"DMPK","DMPK",1,1,0,3,0,""
"DYRK3","DYRK3",1,1,0,3,0,""
"DYRK4","DYRK4",1,1,0,3,0,""
"EME1","EME1",1,1,0,1,0,""
"ENOSF1","ENOSF1",1,1,0,1,0,""
"ENOPH1","ENOPH1",1,1,0,6,0,""
"ERCC2","ERCC2",1,1,0,5,0,""
"ERN1","ERN1",1,1,0,3,0,""
"ERN2","ERN2",1,1,0,3,0,""
"EYA1","EYA1",1,1,0,4,0,""
"EYA2","EYA2",1,1,0,4,0,""
"EYA3","EYA3",1,1,0,4,0,""
"EYA4","EYA4",1,1,0,3,0,""
"FIGNL1","FIGNL1",1,1,0,5,0,""
"FOXK2","FOXK2",1,1,0,1,0,""
"G3BP1","G3BP1",1,1,0,6,0,""
"GAL3ST3","GAL3ST3",1,1,0,2,0,""
"GEN1","GEN1",1,1,0,1,0,""
"HACL1","HACL1",1,1,0,5,0,""
"HELB","HELB",1,1,0,6,0,""
"ILKAP","ILKAP",1,1,0,4,0,""
"IMPAD1","IMPAD1",1,1,0,11,0,""
"IRAK1","IRAK1",1,1,0,3,0,""
"IRAK3","IRAK3",1,1,0,3,0,""
"KCNJ10","KCNJ10",1,1,0,1,0,""
"KCNJ12","KCNJ12",1,1,0,2,0,""
"KCNJ13","KCNJ13",1,1,0,1,0,""
"KCNJ14","KCNJ14",1,1,0,1,0,""
"KCNJ15","KCNJ15",1,1,0,1,0,""
"KCNJ16","KCNJ16",1,1,0,1,0,""
"KCNJ3","KCNJ3",1,1,0,3,0,""
"KCNJ4","KCNJ4",1,1,0,1,0,""
"KCNJ5","KCNJ5",1,1,0,3,0,""
"KCNJ6","KCNJ6",1,1,0,3,0,""
"KCNJ8","KCNJ8",1,1,0,6,0,""
"KCNJ9","KCNJ9",1,1,0,2,0,""
"MAP3K11","MAP3K11",1,1,0,3,0,""
"MAP3K13","MAP3K13",1,1,0,3,0,""
"MAP3K15","MAP3K15",1,1,0,1,0,""
"MAP3K2","MAP3K2",1,1,0,3,0,""
"MAP3K5","MAP3K5",1,1,0,3,0,""
"MAP3K6","MAP3K6",1,1,0,3,0,""
"MAP3K8","MAP3K8",1,1,0,1,0,""
"MAP3K9","MAP3K9",1,1,0,3,0,""
"MLK4","MLK4",1,1,0,1,0,""
"MAST3","MAST3",1,1,0,3,0,""
"MAST4","MAST4",1,1,0,2,0,""
"MINK1","MINK1",1,1,0,3,0,""
"MLTK","MLTK",1,1,0,3,0,""
"MAP2K5","MAP2K5",1,1,0,3,0,""
"MAP2K7","MAP2K7",1,1,0,3,0,""
"MRS2","MRS2",1,1,0,1,0,""
"MST4","MST4",1,1,0,3,0,""
"MUS81","MUS81",1,1,0,1,0,""
"MYLK3","MYLK3",1,1,0,4,0,""
"NME2P1","NME2P1",1,1,0,9,0,""
"NEK10","NEK10",1,1,0,1,0,""
"NEK11","NEK11",1,1,0,4,0,""
"NEK5","NEK5",1,1,0,3,0,""
"NIM1","NIM1",1,1,0,1,0,""
"SMPD4","SMPD4",0.99582731515685,1,0.0072202166064982,277,2.23218623412545,"HMDB0006482, HMDB0012097"
"NT5DC3","NT5DC3",1,1,0,1,0,""
"NUAK2","NUAK2",1,1,0,3,0,""
"ENDOG","ENDOG",1,1,0,2,0,""
"NUDT10","NUDT10",1,1,0,8,0,""
"NUDT11","NUDT11",1,1,0,11,0,""
"NUDT15","NUDT15",1,1,0,10,0,""
"NUDT17","NUDT17",1,1,0,6,0,""
"NUDT18","NUDT18",1,1,0,10,0,""
"NUDT19","NUDT19",1,1,0,6,0,""
"NUDT3","NUDT3",1,1,0,7,0,""
"NUDT4","NUDT4",1,1,0,7,0,""
"NUDT7","NUDT7",1,1,0,38,0,""
"NUDT8","NUDT8",1,1,0,6,0,""
"OBSCN","OBSCN",1,1,0,1,0,""
"PDP1","PDP1",1,1,0,5,0,""
"PDPR","PDPR",1,1,0,6,0,""
"PGM5","PGM5",1,1,0,1,0,""
"PHOSPHO2","PHOSPHO2",0.00321286960462218,0.162428407789233,0.1,10,2.22319348904583,"HMDB0001545, HMDB0001545"
"PPP1R8","PPP1R8",1,1,0,2,0,""
"PPM1A","PPM1A",1,1,0,6,0,""
"PPM1B","PPM1B",1,1,0,6,0,""
"PPM1D","PPM1D",1,1,0,6,0,""
"PPM1E","PPM1E",1,1,0,6,0,""
"PPM1F","PPM1F",1,1,0,6,0,""
"PPM1G","PPM1G",1,1,0,6,0,""
"PPM1K","PPM1K",1,1,0,4,0,""
"PPM1L","PPM1L",1,1,0,4,0,""
"PPM1M","PPM1M",1,1,0,6,0,""
"PPTC7","PPTC7",1,1,0,4,0,""
"PSTK","PSTK",1,1,0,1,0,""
"SIK3","SIK3",1,1,0,1,0,""
"RAG1","RAG1",1,1,0,2,0,""
"RECQL","RECQL",1,1,0,5,0,""
"RHOV","RHOV",1,1,0,1,0,""
"RNASEL","RNASEL",1,1,0,2,0,""
"RNASEH1","RNASEH1",1,1,0,2,0,""
"SLC41A1","SLC41A1",1,1,0,1,0,""
"SLC41A2","SLC41A2",1,1,0,1,0,""
"SIK2","SIK2",1,1,0,1,0,""
"SNRK","SNRK",1,1,0,3,0,""
"SRPK1","SRPK1",1,1,0,3,0,""
"SRPK2","SRPK2",1,1,0,3,0,""
"SRXN1","SRXN1",1,1,0,1,0,""
"STK32A","STK32A",1,1,0,3,0,""
"STK32B","STK32B",1,1,0,3,0,""
"STK32C","STK32C",1,1,0,3,0,""
"STK36","STK36",1,1,0,3,0,""
"SUPV3L1","SUPV3L1",1,1,0,6,0,""
"TAF1","TAF1",1,1,0,1,0,""
"TAOK2","TAOK2",1,1,0,3,0,""
"TESK1","TESK1",1,1,0,4,0,""
"ERI1","ERI1",1,1,0,1,0,""
"TTN","TTN",1,1,0,1,0,""
"TNNI3K","TNNI3K",1,1,0,1,0,""
"TREX1","TREX1",1,1,0,1,0,""
"TREX2","TREX2",1,1,0,1,0,""
"TRNT1","TRNT1",1,1,0,4,0,""
"TSSK6","TSSK6",1,1,0,3,0,""
"TTL","TTL",0.0567010309278351,1,0.142857142857143,7,2.29048103374973,"HMDB0000158"
"UBLCP1","UBLCP1",1,1,0,5,0,""
"WNK3","WNK3",1,1,0,3,0,""
"WRN","WRN",1,1,0,5,0,""
"ERCC4","ERCC4",1,1,0,1,0,""
"B3GALT1","B3GALT1",1,1,0,1,0,""
"C3orf48","C3orf48",1,1,0,1,0,""
"DCD","DCD",1,1,0,1,0,""
"DUSP18","DUSP18",1,1,0,5,0,""
"EIF2AK2","EIF2AK2",1,1,0,3,0,""
"SMG6","SMG6",1,1,0,1,0,""
"GAL3ST4","GAL3ST4",1,1,0,1,0,""
"ISG20","ISG20",1,1,0,2,0,""
"CARNS1","CARNS1",1,1,0,17,0,""
"MRE11A","MRE11A",1,1,0,1,0,""
"POFUT1","POFUT1",1,1,0,2,0,""
"REXO2","REXO2",1,1,0,1,0,""
"NPEPL1","NPEPL1",1,1,0,1,0,""
"PHLPP2","PHLPP2",1,1,0,5,0,""
"PHLPP1","PHLPP1",1,1,0,5,0,""
"PIK3R4","PIK3R4",1,1,0,3,0,""
"POMGNT1","POMGNT1",1,1,0,4,0,""
"RIMKLA","RIMKLA",1,1,0,6,0,""
"RIMKLB","RIMKLB",1,1,0,7,0,""
"SMG1","SMG1",1,1,0,1,0,""
"XPNPEP1","XPNPEP1",1,1,0,2,0,""
"XPNPEP2","XPNPEP2",1,1,0,2,0,""
"XPNPEP3","XPNPEP3",1,1,0,2,0,""
"ALDH8A1","ALDH8A1",1,1,0,5,0,""
"ASPDH","ASPDH",1,1,0,7,0,""
"HSD17B12","HSD17B12",1,1,0,16,0,""
"HSD17B14","HSD17B14",1,1,0,1,0,""
"FOXO4","FOXO4",1,1,0,1,0,""
"NAMPT","NAMPT",1,1,0,7,0,""
"NMRK2","NMRK2",1,1,0,8,0,""
"NXN","NXN",1,1,0,1,0,""
"PARP10","PARP10",1,1,0,2,0,""
"PARP11","PARP11",1,1,0,2,0,""
"PARP12","PARP12",1,1,0,2,0,""
"PARP14","PARP14",1,1,0,2,0,""
"PARP15","PARP15",1,1,0,2,0,""
"PARP16","PARP16",1,1,0,2,0,""
"PARP6","PARP6",1,1,0,2,0,""
"PARP8","PARP8",1,1,0,2,0,""
"PARP9","PARP9",1,1,0,2,0,""
"TIPARP","TIPARP",1,1,0,2,0,""
"NAPRT1","NAPRT1",1,1,0,6,0,""
"PTGR2","PTGR2",1,1,0,3,0,""
"SIRT1","SIRT1",1,1,0,6,0,""
"SIRT2","SIRT2",1,1,0,3,0,""
"SIRT3","SIRT3",1,1,0,3,0,""
"SIRT4","SIRT4",1,1,0,3,0,""
"SIRT5","SIRT5",1,1,0,3,0,""
"SIRT7","SIRT7",1,1,0,3,0,""
"TRPT1","TRPT1",1,1,0,4,0,""
"NDUFAF1","NDUFAF1",1,1,0,1,0,""
"ECSIT","ECSIT",1,1,0,1,0,""
"NDUFAF4","NDUFAF4",1,1,0,1,0,""
"NDUFAF2","NDUFAF2",1,1,0,1,0,""
"MOSC2","MOSC2",1,1,0,2,0,""
"TXNDC2","TXNDC2",1,1,0,1,0,""
"DHRS3","DHRS3",1,1,0,4,0,""
"HTATIP2","HTATIP2",1,1,0,1,0,""
"NCF1B","NCF1B",1,1,0,1,0,""
"NCF1C","NCF1C",1,1,0,1,0,""
"NOXA1","NOXA1",1,1,0,2,0,""
"DNAJC6","DNAJC6",1,1,0,3,0,""
"CDC14A","CDC14A",1,1,0,4,0,""
"CDC14B","CDC14B",1,1,0,4,0,""
"CDKN3","CDKN3",1,1,0,4,0,""
"CTDP1","CTDP1",1,1,0,4,0,""
"CTDNEP1","CTDNEP1",1,1,0,3,0,""
"DUSP10","DUSP10",1,1,0,4,0,""
"DUSP12","DUSP12",1,1,0,4,0,""
"DUSP13","DUSP13",1,1,0,4,0,""
"DUSP16","DUSP16",1,1,0,4,0,""
"DUSP19","DUSP19",1,1,0,4,0,""
"DUSP1","DUSP1",1,1,0,4,0,""
"DUSP28","DUSP28",1,1,0,3,0,""
"DUSP3","DUSP3",1,1,0,4,0,""
"DUSP4","DUSP4",1,1,0,4,0,""
"DUSP5","DUSP5",1,1,0,4,0,""
"DUSP6","DUSP6",1,1,0,4,0,""
"DUSP7","DUSP7",1,1,0,4,0,""
"DUSP8","DUSP8",1,1,0,4,0,""
"DUSP9","DUSP9",1,1,0,3,0,""
"LPPR2","LPPR2",1,1,0,3,0,""
"LPPR3","LPPR3",1,1,0,3,0,""
"CDC25A","CDC25A",1,1,0,3,0,""
"CDC25B","CDC25B",1,1,0,3,0,""
"CDC25C","CDC25C",1,1,0,3,0,""
"MTMR4","MTMR4",1,1,0,3,0,""
"MTMR14","MTMR14",1,1,0,1,0,""
"PPM1H","PPM1H",1,1,0,3,0,""
"PPM1J","PPM1J",1,1,0,3,0,""
"PTPN11","PTPN11",1,1,0,3,0,""
"PTPN12","PTPN12",1,1,0,3,0,""
"PTPN13","PTPN13",1,1,0,3,0,""
"PTPN14","PTPN14",1,1,0,3,0,""
"PTPN18","PTPN18",1,1,0,3,0,""
"PTPN1","PTPN1",1,1,0,4,0,""
"PTPN21","PTPN21",1,1,0,3,0,""
"PTPN22","PTPN22",1,1,0,3,0,""
"PTPN2","PTPN2",1,1,0,3,0,""
"PTPN3","PTPN3",1,1,0,3,0,""
"PTPN4","PTPN4",1,1,0,3,0,""
"PTPN5","PTPN5",1,1,0,3,0,""
"PTPN9","PTPN9",1,1,0,3,0,""
"PTPRN2","PTPRN2",1,1,0,3,0,""
"PTPRB","PTPRB",1,1,0,3,0,""
"PTPRD","PTPRD",1,1,0,3,0,""
"PTPRE","PTPRE",1,1,0,3,0,""
"PTPRF","PTPRF",1,1,0,3,0,""
"PTPRG","PTPRG",1,1,0,3,0,""
"PTPRJ","PTPRJ",1,1,0,3,0,""
"PTPRK","PTPRK",1,1,0,3,0,""
"PTPRM","PTPRM",1,1,0,3,0,""
"PTPRO","PTPRO",1,1,0,3,0,""
"PTPRR","PTPRR",1,1,0,3,0,""
"PTPRS","PTPRS",1,1,0,4,0,""
"PTPRT","PTPRT",1,1,0,3,0,""
"PTPRU","PTPRU",1,1,0,3,0,""
"PTPRZ1","PTPRZ1",1,1,0,3,0,""
"SSH1","SSH1",1,1,0,3,0,""
"SSH2","SSH2",1,1,0,3,0,""
"PTP4A1","PTP4A1",1,1,0,4,0,""
"PTP4A2","PTP4A2",1,1,0,4,0,""
"TPTE","TPTE",1,1,0,3,0,""
"PKM2","PKM2",1,1,0,1,0,""
"GOT1L1","GOT1L1",1,1,0,5,0,""
"AGXT2L2","AGXT2L2",1,1,0,7,0,""
"GADL1","GADL1",1,1,0,1,0,""
"CCBL2","CCBL2",1,1,0,17,0,""
"MOCOS","MOCOS",1,1,0,6,0,""
"PDXDC1","PDXDC1",1,1,0,1,0,""
"PDXDC2","PDXDC2",1,1,0,1,0,""
"SDSL","SDSL",1,1,0,6,0,""
"SEPSECS","SEPSECS",1,1,0,7,0,""
"SPTLC3","SPTLC3",1,1,0,6,0,""
"SRR","SRR",1,1,0,5,0,""
"THNSL2","THNSL2",1,1,0,1,0,""
"GIG18","GIG18",1,1,0,3,0,""
"DKFZp686P09201","DKFZp686P09201",1,1,0,2,0,""
"pcap","pcap",1,1,0,1,0,""
"GAD65","GAD65",1,1,0,2,0,""
"ASH1L","ASH1L",1,1,0,2,0,""
"ASMTL","ASMTL",1,1,0,1,0,""
"CARM1","CARM1",1,1,0,2,0,""
"CDKAL1","CDKAL1",1,1,0,1,0,""
"CDK5RAP1","CDK5RAP1",1,1,0,1,0,""
"ELP3","ELP3",1,1,0,3,0,""
"EZH2","EZH2",1,1,0,3,0,""
"FBLL1","FBLL1",1,1,0,1,0,""
"LCMT2","LCMT2",1,1,0,2,0,""
"RNMT","RNMT",1,1,0,2,0,""
"METT5D1","METT5D1",1,1,0,1,0,""
"MEPCE","MEPCE",1,1,0,1,0,""
"MLL2","MLL2",1,1,0,3,0,""
"WBP7","WBP7",1,1,0,3,0,""
"MLL5","MLL5",1,1,0,2,0,""
"WHSC1","WHSC1",1,1,0,3,0,""
"WHSC1L1","WHSC1L1",1,1,0,3,0,""
"NSUN5P2","NSUN5P2",1,1,0,1,0,""
"NSUN3","NSUN3",1,1,0,1,0,""
"NSUN4","NSUN4",1,1,0,1,0,""
"NSUN5","NSUN5",1,1,0,1,0,""
"NSUN6","NSUN6",1,1,0,1,0,""
"NSUN7","NSUN7",1,1,0,1,0,""
"FTSJ1","FTSJ1",1,1,0,2,0,""
"FTSJ2","FTSJ2",1,1,0,2,0,""
"FTSJ3","FTSJ3",1,1,0,2,0,""
"RSAD1","RSAD1",1,1,0,1,0,""
"SETD1B","SETD1B",1,1,0,2,0,""
"SETD2","SETD2",1,1,0,3,0,""
"SETMAR","SETMAR",1,1,0,2,0,""
"SMYD3","SMYD3",1,1,0,2,0,""
"SUV420H1","SUV420H1",1,1,0,2,0,""
"SUV420H2","SUV420H2",1,1,0,2,0,""
"TARBP1","TARBP1",1,1,0,1,0,""
"TFB1M","TFB1M",1,1,0,1,0,""
"TFB2M","TFB2M",1,1,0,1,0,""
"TRMT11","TRMT11",1,1,0,1,0,""
"TRMT13","TRMT13",1,1,0,2,0,""
"TRMT1","TRMT1",1,1,0,2,0,""
"TRMT61A","TRMT61A",1,1,0,2,0,""
"METTL1","METTL1",1,1,0,2,0,""
"TRMT61B","TRMT61B",1,1,0,2,0,""
"TRMT5","TRMT5",1,1,0,2,0,""
"TRMT12","TRMT12",1,1,0,1,0,""
"TYW3","TYW3",1,1,0,1,0,""
"ACCN1","ACCN1",1,1,0,2,0,""
"ACCN2","ACCN2",0.0567010309278351,1,0.25,4,2.45614140179867,"HMDB0013974"
"ACCN3","ACCN3",1,1,0,2,0,""
"ACCN4","ACCN4",1,1,0,1,0,""
"ACCN5","ACCN5",1,1,0,1,0,""
"AVPI1","AVPI1",1,1,0,1,0,""
"CCNDBP1","CCNDBP1",1,1,0,1,0,""
"HCN3","HCN3",1,1,0,2,0,""
"NAGLT1","NAGLT1",1,1,0,1,0,""
"NFASC","NFASC",1,1,0,1,0,""
"SLC10A4","SLC10A4",1,1,0,1,0,""
"SLC10A5","SLC10A5",1,1,0,1,0,""
"SLC10A7","SLC10A7",1,1,0,1,0,""
"OSCP1","OSCP1",1,1,0,1,0,""
"PTPLAD1","PTPLAD1",1,1,0,2,0,""
"ROD1","ROD1",1,1,0,1,0,""
"SLC22A7","SLC22A7",0.0441517836691291,1,0.0882352941176471,34,2.51542713686358,"HMDB0000077, HMDB0000234, HMDB0001220, HMDB0001220"
"SLC38A6","SLC38A6",1,1,0,1,0,""
"SLC38A8","SLC38A8",1,1,0,1,0,""
"SLC38A10","SLC38A10",1,1,0,1,0,""
"SLC38A11","SLC38A11",1,1,0,1,0,""
"SLC6A15","SLC6A15",1,1,0,1,0,""
"SLC6A16","SLC6A16",1,1,0,1,0,""
"SLC6A17","SLC6A17",1,1,0,1,0,""
"SLC6A18","SLC6A18",1,1,0,1,0,""
"SLC7A13","SLC7A13",1,1,0,1,0,""
"SCN1A","SCN1A",1,1,0,8,0,""
"SCN1B","SCN1B",1,1,0,2,0,""
"SCN2A","SCN2A",1,1,0,5,0,""
"SCN2B","SCN2B",1,1,0,2,0,""
"SCN3A","SCN3A",1,1,0,2,0,""
"SCN3B","SCN3B",1,1,0,2,0,""
"SCN4A","SCN4A",0.0567010309278351,1,0.166666666666667,6,2.45614140179867,"HMDB0013974"
"SCN4B","SCN4B",1,1,0,2,0,""
"SCN5A","SCN5A",0.0339254373948987,1,0.103448275862069,29,3.00639442877175,"HMDB0014892, HMDB0015169, HMDB0014426"
"SCN7A","SCN7A",1,1,0,1,0,""
"SCN8A","SCN8A",1,1,0,1,0,""
"SCN9A","SCN9A",0.160646414765265,1,0.25,4,2.69221902277788,"HMDB0014426"
"SCN10A","SCN10A",0.753795181571882,1,0.0625,16,2.69221902277788,"HMDB0014426"
"SCN11A","SCN11A",1,1,0,3,0,""
"SCNN1B","SCNN1B",1,1,0,3,0,""
"SCNN1D","SCNN1D",1,1,0,3,0,""
"SFRP4","SFRP4",1,1,0,1,0,""
"SLC10A6","SLC10A6",1,1,0,1,0,""
"SORBS2","SORBS2",1,1,0,1,0,""
"XK","XK",1,1,0,1,0,""
"SLC7A6","SLC7A6",1,1,0,3,0,""
"DHTKD1","DHTKD1",1,1,0,2,0,""
"OGDHL","OGDHL",1,1,0,13,0,""
"OXGR1","OXGR1",1,1,0,1,0,""
"DKFZp434G1411","DKFZp434G1411",1,1,0,1,0,""
"LAMA1","LAMA1",1,1,0,1,0,""
"HDAC2","HDAC2",1,1,0,3,0,""
"HDAC3","HDAC3",1,1,0,2,0,""
"HDAC5","HDAC5",1,1,0,1,0,""
"SLC23A3","SLC23A3",1,1,0,1,0,""
"P4HA3","P4HA3",0.629407020366953,1,0.125,8,2.06579273986552,"HMDB0000162"
"FABP6","FABP6",1.48455861453887e-08,1.01321125442278e-05,0.25,84,2.57049185024861,"HMDB0000545, HMDB0000659, HMDB0000348, HMDB0000361, HMDB0000384, HMDB0000411, HMDB0000438, HMDB0000478, HMDB0000514, HMDB0000518, HMDB0000626, HMDB0000664, HMDB0000686, HMDB0000733, HMDB0000811, HMDB0000946, HMDB0002451, HMDB0002488, HMDB0002536, HMDB0002585, HMDB0000359"
"PLA2G4B","PLA2G4B",1,1,0.0360576923076923,2080,2.9267275068443,"HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0010401, HMDB0008851, HMDB0008949, HMDB0011158, HMDB0008984, HMDB0008985, HMDB0009114, HMDB0009116, HMDB0009117, HMDB0009148, HMDB0009181, HMDB0009345, HMDB0009378, HMDB0007937, HMDB0008033, HMDB0008841, HMDB0008932, HMDB0008991, HMDB0009220, HMDB0009481, HMDB0007956, HMDB0007957, HMDB0008658, HMDB0008691, HMDB0009010, HMDB0009011, HMDB0009042, HMDB0009075, HMDB0009140, HMDB0009173, HMDB0009205, HMDB0009236, HMDB0009267, HMDB0009268, HMDB0009298, HMDB0009299, HMDB0009330, HMDB0009363, HMDB0009395, HMDB0009428, HMDB0009460, HMDB0009525, HMDB0009556, HMDB0009557, HMDB0009586, HMDB0009587, HMDB0009618, HMDB0009651, HMDB0009605, HMDB0009637, HMDB0009638, HMDB0009670, HMDB0009671, HMDB0009702, HMDB0007889, HMDB0007982, HMDB0007983, HMDB0008013, HMDB0008014, HMDB0008042, HMDB0008073, HMDB0008074, HMDB0008106, HMDB0008107, HMDB0008138, HMDB0008169, HMDB0008170, HMDB0008202, HMDB0008203, HMDB0008234, HMDB0008365, HMDB0008398, HMDB0008429, HMDB0008462, HMDB0008623"
"GLRA4","GLRA4",1,1,0,1,0,""
"RHOU","RHOU",1,1,0,4,0,""
"ACSM4","ACSM4",1,1,0,44,0,""
"METT5D2","METT5D2",1,1,0,1,0,""
"DPEP2","DPEP2",1,1,0,1,0,""
"B4GALNT3","B4GALNT3",1,1,0,5,0,""
"ALLC","ALLC",1,1,0,4,0,""
"DOLK","DOLK",1,1,0,3,0,""
"PGAM5","PGAM5",1,1,0,3,0,""
"ASAH2C","ASAH2C",1,1,0,120,0,""
"ACER2","ACER2",1,1,0,122,0,""
"ASAH2","ASAH2",0.783967752260966,1,0.00826446280991736,121,2.05707206932276,"HMDB0002088, HMDB0002088"
"DSE","DSE",1,1,0,7,0,""
"GLCE","GLCE",1,1,0,1,0,""
"TSTD1","TSTD1",1,1,0,4,0,""
"GBA2","GBA2",0.946225987057333,1,0.00574712643678161,522,2.23218623412545,"HMDB0000277, HMDB0006482, HMDB0012097"
"QTRTD1","QTRTD1",1,1,0,3,0,""
"YWHAB","YWHAB",1,1,0,2,0,""
"YWHAG","YWHAG",1,1,0,2,0,""
"B4GALNT4","B4GALNT4",1,1,0,4,0,""
"AKR7A3","AKR7A3",1,1,0,2,0,""
