"","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","IEM1","mz","rt","isotopes","adduct","mass","zscore"
"4887",13.9728173053686,14.052245650257,13.3260742385974,14.3882002505848,14.1819978627833,14.2201167118188,14.5062094403658,14.3525685645238,14.6873641991156,14.4337231171738,13.0822851361946,392.166373577292,665.997192382812,"","","392.166373577292",-2.07870585477289
"4922",11.0219125349426,11.6415344691689,11.1833516936368,12.0627234890798,11.6628281495105,11.4696326855775,11.4479533021612,11.8816756207615,11.2513820854935,11.7567754700065,9.61719694771509,394.181647592974,985.538879394531,"","[M-H]- 395.188","395.188",-2.66019654426578
"4994",14.0400707885905,14.0248779857684,13.7596064652313,13.7971969547369,12.8277830197249,14.0968661673121,14.2851165479704,14.3799516496291,13.5763985469032,13.6686609385421,9.57082684453128,399.072159156799,732.986572265625,"","[M-2H]2- 800.147","800.147",-2.86696570731374
"4996",12.4708867332115,11.8940990987642,12.0787063129338,12.3322213826135,13.1084350058311,13.2165940791451,12.128457100214,12.0687181189062,12.6069509960422,12.9680128254541,14.6264759471906,399.072140296953,755.870819091797,"","[M-2H]2- 800.146","800.146",2.47571599263687
"5009",13.4945283730055,13.1277109275291,13.0348550667487,13.4911176273477,13.3414997973287,13.2397057916668,13.6179414358289,13.3627267719155,13.9038243869538,13.3671389046756,12.5988235840537,400.165095472404,718.704040527344,"","[M+Cl]- 365.192 [M-H]- 401.172 [M-H-CO]- 429.17","365.192;401.172;429.17",-2.15360039191772
"5116",10.1088061627133,9.58855655016517,8.62635333054349,8.23383481085142,9.95403353090836,10.2487403798787,9.50803809848565,8.97805256821486,8.18769261153464,10.2094905948254,12.2996601414617,405.173444651648,755.8291015625,"","","405.173444651648",2.28328121295979
"5128",17.1897164355166,17.0917175119362,16.8326717334765,17.4596445457809,17.1886348284485,17.1595745449659,17.4366709852461,17.2002992355292,17.9046900903183,17.2205843540708,16.4363128787598,406.1821563664,719.034912109375,"[680][M]-","","406.1821563664",-2.05760184799262
"5190",12.8193996153809,13.1551241256322,12.564616337576,13.3719218498275,13.052008952739,12.6137512677421,12.5651895043069,13.8293148969204,12.161832216315,13.0972837978006,11.5458286497917,409.166903761178,998.135009765625,"","","409.166903761178",-2.03362111537488
"5243",11.736582873406,11.7989542243549,11.6501313962265,11.8676113540561,11.9516071810601,11.5951160436621,11.7427843588719,11.9502170267499,11.5887819897236,12.3514844270088,10.6404602390621,412.191938984671,1012.38800024413,"","","412.191938984671",-2.58003702262036
"5342",14.4288511807369,15.3988789971669,14.6962717638149,15.7465239392803,14.9300585373831,14.9942876361531,14.9993383817137,15.7631436468414,14.4208709552383,15.1891058304202,16.5776023438417,417.222780895325,989.880920410156,"","[M+Cl+NaCOOH]- 314.266 [M-H+NaCOOH]- 350.243","314.266;350.243",2.14263689748263
