"","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","IEM1"
"FT00068",15.4181026971013,14.1874253536897,15.1261072640039,12.2340536383202,13.3807436711609,14.7733593019125,14.7957182883939,11.3827021596338,15.085563362122,12.6701041345084,15.0849598756993
"FT00069",16.6237492326204,16.1904660582912,15.4005278839275,12.6072372446639,15.4205099465582,16.0801006854982,17.4882531106496,11.5874243906115,15.3456376428711,9.02180279268397,16.9499197036527
"FT00070",13.0786226301488,13.2576422705849,13.2205896860822,13.0482674656593,13.3088924444264,13.4837613250773,13.2870046194526,13.3920863409365,13.1645490317102,13.2596806123275,13.2545970423659
"FT00072",16.5154417242035,16.5901129659836,16.5469305601128,16.4231957201435,16.6515333250117,16.673399470318,16.4389346288295,16.6314063103609,16.4735547116372,16.6353065923332,16.6641562091846
"FT00073",14.1282814978101,13.3948093794099,12.8642456462774,13.5292167964033,13.9867050718015,13.7173522568091,13.9974338737901,14.3124986816441,13.583950129314,13.5185990929337,13.8282143294977
"FT00074",12.2397766561858,12.4503038444327,12.2563053054573,12.277864945245,12.3155797618046,12.3472529147281,12.3182655763327,12.4875652629149,12.1439713740327,12.2046426634718,11.973282132138
"FT00075",13.0596177789954,12.4970449422825,13.3511757196783,12.984160404624,13.2593125263899,13.6845717830283,13.3270289700394,13.6252643366351,13.3713448831887,13.5204469157193,13.5458062034776
"FT00076",14.428545115427,13.9349543707202,13.3440525144429,14.1539912925442,14.8009186026744,14.5488101636406,14.7805776218292,15.0757306979223,13.8829945478789,13.9780223723999,13.5210634658717
"FT00077",14.1371166209291,13.8948232207614,13.741974822364,14.0044381333686,13.487708508744,13.8646652726123,14.1014367543934,13.8124641450311,13.9478737414728,13.3309477394733,13.6143491252633
"FT00078",14.6790870407725,14.4819109512132,14.2574111846377,15.5614202289122,14.6782536053107,15.1958736890079,15.6893185773094,15.9165042465955,14.0384501606598,14.6573911050899,14.763642035857
"FT00079",14.236591610425,14.1352485399752,14.5298596689139,12.9481196479613,13.0831999700942,14.6323719242251,14.9154551103503,15.3465452477993,14.7022464884567,13.6030658810029,12.4122348113123
"FT00080",14.030890944367,14.4939265686266,13.692421739316,13.8354740873263,14.1535057117773,14.2099012253484,14.5528520444026,14.3317661149303,14.1229295702251,13.5441821513507,14.1000146848891
"FT00081",14.1122185291234,14.4754174363973,13.7660018404314,13.2512468267437,13.6498141347736,14.224191197167,15.3390766649399,14.9245476605265,14.6714288366386,13.1416202296558,12.7464471456613
"FT00082",13.1467416715184,13.5331153844194,13.281841446237,13.6334554347465,13.7529184739549,13.4977964627385,13.8219759750251,13.5688380546497,13.7452866347986,14.0340350629104,13.7792066816134
"FT00083",13.5830347893361,13.7486571182306,13.7895873619458,13.6962916771688,13.6548092220841,13.7000205896859,13.8018938808026,13.7148603107251,13.8235723397582,13.8558709921811,13.6836767188612
"FT00084",13.583900517455,13.5879754139851,13.9270537472065,13.9524253783142,13.684567100919,13.6988269477877,14.083137387202,14.0041983814662,13.9067508953892,14.0712524517503,14.0643726225514
"FT00085",17.8368802671209,17.9236841226343,17.9030869120933,18.2192746067852,17.9199397853993,17.9562696024218,18.0444054287932,17.6320028852947,17.7101800608457,18.0127525556762,18.2189458110543
"FT00086",19.2283340845405,19.2760562328689,19.7422879640051,20.6847757689604,20.2407622378757,19.699034433576,19.9795567505693,19.2753966947145,19.4111033506248,19.7750802925821,20.6142855357643
"FT00088",16.7236452141706,15.2769298728439,16.7125677704535,15.6991102082427,16.1746130322648,17.2110071612124,17.4324445027888,15.621468547192,16.0925606195815,15.5039842192645,15.4293358235025
"FT00089",17.0346267845206,14.6028434949044,16.8066558240137,15.1642365276372,14.7331692212563,15.9261301318464,15.4266818918371,14.7057485255767,15.7351702214318,15.2901649617394,14.9845295254878
"FT00090",14.5538122462588,14.7526444035478,14.6894348873601,13.373076271362,14.8313071225547,14.9141692396757,14.9002038247307,15.5908410502355,14.553951721343,14.2624131254119,14.4731174543605
"FT00091",15.8685632222234,15.980107461917,15.5861836924169,15.8638565737753,15.2395142192942,15.5146038721713,15.3410407675765,14.8244104952662,14.7253186899306,13.7277696888819,15.5182897095713
"FT00092",14.4712878533844,14.6991504965463,14.9704943119178,15.9653719154381,15.5194135073172,15.0228277608764,15.3226798189133,14.5898531090984,14.6902392735321,14.9390082373264,15.846880429611
"FT00093",14.3123197505462,14.1911071410768,15.353680183172,14.4358623778845,14.4970570133441,14.4142696553442,14.5999256789321,14.6346263098639,13.4756553647675,14.0761128885589,14.4480108302968
"FT00094",16.7491451935943,16.5559316044782,17.5741008700408,16.5066584986915,16.7606140125497,17.4051690520214,17.4504286884856,16.8324724995849,17.6495369510543,16.349327737046,16.5387477867192
"FT00095",17.3441921038339,17.4394140357314,17.4919883238669,17.6240769817167,17.7542868373245,16.9914037830333,17.721609160542,17.4557253763873,18.1635648104351,17.0441208568508,17.928514639439
"FT00096",12.2701966123816,9.72256197945608,11.8413887661704,10.508558313359,10.9993890365289,12.8160319032107,12.8815422283646,9.38486801008716,11.7074668185163,9.97420666325047,10.872309959234
"FT00097",12.0400947700237,12.6058931767888,12.9472147277203,12.2713327799873,11.9726496729546,13.4936928867698,12.4081501976631,12.6039231862696,12.8228081453203,13.2881145713863,12.0941977800856
"FT00098",10.2374223416261,10.2112466927042,10.9447389325438,12.5355467721931,10.0173654196646,10.5655623398773,10.8037902281472,9.3094166502697,12.1603585146738,11.3795397839184,13.1301805994103
"FT00099",12.8264873482181,11.8396653250952,11.5634870956576,7.05324686846772,11.0281047362326,7.67631837891317,11.9315364653321,8.8107639685134,8.59862399240976,10.7964359636468,12.6312602768408
"FT00100",24.6842910630196,24.5993022430907,24.6504251486781,24.3160822095363,24.3862493707224,24.5940426399492,24.5898719148292,24.571256542352,24.3964738291795,24.4974551251659,24.3422288457633
"FT00101",18.0563527949258,17.858689304194,17.7955958978055,18.148638884185,17.4197917850406,17.7310465872175,17.9683949624968,17.9103760408573,17.6774415369927,17.4916339946478,17.6386180219569
"FT00102",18.8307661697556,19.0256304665113,18.7913847640276,18.9963022026647,18.9983651196835,18.888189526975,18.8629917427051,18.6216158369516,18.8247051589611,18.7430194220403,18.9488021594394
"FT00103",19.0895208909043,19.1648820216509,18.8033503909559,19.2125296669578,19.1289744199426,19.1906107482322,19.0984527435777,18.9429404241973,19.0497416621296,18.7413632336625,19.1187484117341
"FT00104",19.1253831868991,19.2034877967231,19.1782186186517,19.3136614886906,19.294233081999,19.390058322606,19.597927247671,19.3672989663733,20.3319273323828,19.3028361058078,19.01056756961
"FT00105",20.4648510924181,20.1123784221229,20.1295103284167,20.4227614974247,20.0735428761518,19.5497088145357,20.8161340133889,20.2107568788082,19.5206126727032,20.3450550261349,19.5466608496783
"FT00106",20.4778383649841,18.8326075631688,18.9135528356878,18.9004352553882,18.9497070175037,18.9036648707301,18.8643272726444,18.7944127468157,19.9066620760961,18.9444161400554,18.8407183667625
"FT00107",19.79482680373,19.3851217304522,19.3559943134399,19.9923793013389,19.4907726228318,19.1649063321961,19.7453471565166,19.5918707044707,19.394758608377,19.7751037956756,19.8403036805465
"FT00108",12.5587131711485,12.458249585485,12.6063773685999,12.1897554323068,11.3865618012411,11.8201516981737,12.4101632233716,11.9986714803465,13.0737524591271,12.2246320210438,12.6733700681146
"FT00109",20.2215594377683,20.4108160701961,20.4027334792618,20.5345097680511,20.4033960998231,20.8481997378069,20.5706995245454,20.645496715894,20.3552774304562,20.7148757154331,20.663833820026
"FT00110",12.2369599464579,12.3695890213154,11.8779027214794,11.3084017547214,11.8222476454038,11.5990804352348,11.9233508105339,12.2186654713949,11.5310769870806,12.1255319564733,12.1840764326333
"FT00111",20.754039309003,20.7563517424432,20.4830698550227,20.5754365314424,20.4162845632244,20.7165732911692,20.767750569545,20.3312989954653,20.3738752083182,20.7766962918187,20.7587282836696
"FT00112",18.6661058662123,18.8414076896804,17.8300333145892,18.7645747301609,18.2052426616312,18.7556907142922,18.807869901938,18.2439153144733,18.2099079273402,18.8844726084063,18.8595504869132
"FT00113",18.3809142294126,18.427447100545,18.14720415366,18.2693642715086,18.0746800600819,18.4116746411514,18.4310969846487,17.9948755933189,18.0119219148411,18.4571350737804,18.429829893672
"FT00114",13.3828632361092,13.2721425400462,13.0819117519088,13.3104542213295,13.4887065396593,13.2194974395219,13.4954108864548,13.2791196597209,13.2580708339339,13.2652337904636,12.8950935542477
"FT00115",12.9038149335547,13.0151705481764,13.1473983910192,12.3886608085364,13.1470573711367,13.5758286951237,13.1286286528996,13.4918894500334,13.4898138703466,13.0384523314058,13.3842728773568
"FT00116",16.6642962875656,16.1553167172346,15.5918260644912,14.6737208828048,16.5935708842628,16.2820917507402,16.8032513775403,16.0988156210588,17.0574241346498,15.0470190559587,16.9427330453098
"FT00117",16.3058627513852,16.5246470469662,15.754687280155,16.5239299436773,15.6998387446948,16.5083827017305,16.6137357493791,15.8029637361874,15.8148377208918,16.6458929469756,16.5525639485467
"FT00118",13.1448585387541,12.7719556091776,14.1932975520882,13.1944314416779,13.6855644787135,14.8022811416209,14.0937143881641,14.4901916631585,14.8855002636703,13.8765554738739,13.4903704138845
"FT00119",13.4009896403154,13.638520234291,13.2849142259513,13.0726660063683,12.9782813239858,13.3470108745069,13.4009321745187,13.1008127270332,13.0976104567501,13.4158361054213,13.4637212144054
"FT00120",15.9838116446921,16.0307742370341,15.5512209823171,16.1809755104603,16.6331293093662,16.3125714254891,16.4522258375388,15.4686728883141,15.3117486104822,16.6289655653636,15.9615252948559
"FT00121",14.628459461781,13.9663446934844,14.5477364217396,12.5629216858694,15.2660718095321,14.0926717657257,13.6374030772662,13.5139622701424,13.0503651187174,12.9103629316074,14.113445106141
"FT00122",12.7768239872483,12.0791075964399,11.8430511190682,9.35272242036347,12.5816954193771,12.386294029941,12.681678016652,12.0088326069565,13.0832388490865,11.2388767721042,12.990441765503
"FT00123",21.7490659070101,22.0274401104588,21.7878385992787,22.9940141050495,22.1339684646894,23.0654277646439,22.849136377331,21.8300131561406,21.8449007802436,23.0304720030132,22.0262022185028
"FT00124",21.0378446189201,21.0097923815917,20.9825748302934,21.0729412360255,21.0291584500917,21.0607162963509,20.4934142581363,20.7544740037531,20.9977440081454,20.4502696907676,20.985123381865
"FT00125",20.9731639312964,20.8872078603447,20.5750552775237,20.4852788899369,21.2016941974039,20.7957405462225,19.9754054538765,20.83272926291,20.8040361683236,20.6783778435661,21.0693588920125
"FT00127",11.5046493696474,13.8282186809499,13.8803370130235,13.7224889709185,13.0011785335475,13.0373994269051,12.9175208506645,11.8687641178847,13.4340912541411,13.7644606024911,13.1916891249982
"FT00128",11.2315853654287,10.9786425393142,11.4594830705982,11.6247411655574,11.6882210343679,11.70264621256,11.9497947774669,12.0585995049266,11.6536170275977,12.0972038136524,12.6294227218228
"FT00129",14.799836406459,12.0604207069675,18.2190122991533,18.0725171183866,7.13748814175177,9.7518081714535,11.1264458749715,13.3894291031195,17.6500644934277,10.9197961156129,17.902248776563
"FT00130",14.7328642302488,15.0373827810082,14.5132707674437,15.107675396488,14.7320258160963,14.8841010424139,14.8209878761561,14.8095958524992,14.5075652590915,15.1818836170972,14.7943893867434
"FT00131",18.402019269853,17.7507462950474,20.5480163731287,18.5706063814676,17.1946639065772,17.6406418607428,19.6953375564294,18.5368064627964,20.0615213675639,19.5034655317866,18.9352209758055
"FT00132",13.5136612311943,13.6997906693495,13.2088042606091,13.5188994327882,13.1885852439102,13.6606243354451,13.4806551326721,13.715364316681,13.5390363016581,13.6256552420673,13.8380973407073
"FT00134",13.192290360654,13.0571412928816,13.5166157056718,13.1292638969226,13.2518032696959,13.2380790047449,13.381427906809,13.1550133470555,13.5955238786552,13.178726515877,13.6993154270242
"FT00135",13.8818052072203,13.7103231973501,13.4341122129206,13.3776025552609,13.6646750099422,13.7445128042387,13.8668347404992,13.7365353871216,13.5434888595405,13.729857302142,14.0914767359363
"FT00136",13.5943870567574,13.8251843338704,13.7440937200042,13.8742727041716,13.8496171175546,13.7875985526198,13.6680395126841,13.964558355908,13.8613594778607,13.8495456620554,13.7157998441359
"FT00137",12.5907237079228,12.7780295701369,12.3646531234067,12.9312597389628,12.4962411082043,12.9778619576788,12.4752269158295,12.8564257340578,12.8495360442115,12.8798633386262,13.0294775088288
"FT00138",12.6777573364007,13.0184602795764,13.2458062132732,13.0645726411394,12.7226773242007,12.7473632075948,12.9836925069399,13.2676952518619,13.4742757336294,13.0415970249287,13.3266852352384
"FT00139",12.6061897876239,13.0600379554489,12.6338597092814,12.8302082890919,12.561985677754,13.22039678059,12.9811338467641,12.9906480617371,13.1875179432807,12.9504320506876,13.6115845102027
"FT00140",12.714890052468,13.2041518043445,13.0364130027806,12.8031282877947,12.8438034336857,13.1226282018374,12.8627852366812,13.0742414776659,13.0496492748348,13.0805768457187,13.3367268928943
"FT00141",12.4697305707769,12.3619323425791,12.7100254951702,12.204745491968,12.7184243915979,12.8574733449533,12.8363926688182,12.4643756812284,12.5305995316581,12.8546631823002,13.124241888011
"FT00142",13.5560803501327,13.6391346565088,13.4515375529207,13.5763679155697,13.3840118879415,13.7655780688302,13.5751098712669,13.7834176829539,13.8287343446962,13.7166120707988,13.7167340307667
"FT00143",12.4757018906638,12.3865564694571,12.3923473116969,12.5210669696324,12.2913938216828,11.9947296872126,12.4247342788541,12.7648556256518,12.4460865954509,12.2114425113737,13.2840926530495
"FT00144",14.3566844698262,13.6117524425865,16.5821431631707,14.6771370469108,12.7613967689623,13.658139145316,15.729354526145,14.7047007470577,15.9800159119033,15.5290607633826,14.9082419574882
"FT00146",22.2326947752894,21.3147797508286,21.3430655324927,21.2209375908531,21.479387068773,21.2122881299416,22.160702226626,21.20279894962,21.1918488454175,22.3735764380449,21.3425755232191
"FT00147",20.0324608244627,20.2966607902729,20.3595957288112,20.358757226893,20.4117264046564,20.4229826184285,19.6510129318623,20.1122825205457,20.362605279447,20.4711531748582,20.3279778148672
"FT00148",20.1181334306878,20.233944261138,20.2389007367571,19.671975185614,20.5535176392223,20.471962253455,19.0627294312027,20.2490369925089,20.1752940532032,20.2108850773284,20.3775215642051
"FT00150",17.2098526151101,17.2907368055069,17.245282789375,17.0553186909788,17.1544086120719,17.7903284015492,17.1121028977264,17.2636487914781,17.8591842795123,17.4958551954847,17.4137180310236
"FT00151",18.4216573931087,18.7064650722417,18.7334145630984,19.7436430066644,18.863238807178,18.6244509765782,19.5782593989882,18.6806597474093,18.5885011438092,19.7746189444657,18.7902451134166
"FT00152",17.6921245545303,17.6365737731715,17.6933868662421,17.8074833095112,17.7758197940082,17.8322796736212,17.2105762015305,17.4615169474373,17.7009169602482,17.5084910674034,17.6827512406904
"FT00153",17.341169012422,17.004620536587,16.2398657290053,16.484138367117,16.282313096545,17.3974672774241,16.6295563572402,17.0032584898192,17.3508614997927,17.4311348910475,22.9770686599624
"FT00154",17.8024587799879,17.7734147100468,17.5131370429654,17.0866063131817,17.9523259201163,17.9559932995631,16.9355026950423,17.5588501199036,17.5673666748761,17.6103244735995,17.7709388681942
"FT00155",16.4733975936504,16.4765942798363,16.2501865695409,16.4550145092074,16.3956865202781,17.4008355093443,16.8692911761373,17.2211101625839,17.291672891676,17.5672457268327,17.4286008428187
"FT00156",18.8395543383766,19.319040913163,19.4849857773741,15.5975101304617,19.5164836219106,19.2394398715697,18.5815278229185,18.7351889903542,17.8993594479913,18.9712362558758,20.472456907219
"FT00157",17.4053785015449,18.7225695292149,18.775632920743,18.8101489317931,18.9064610281521,18.5489024773231,17.8128606366081,17.8231590003633,16.6589472433839,17.833927047427,19.1123126226711
